Artist,Song Name,file,cover
,POP,POP.csv,data/images/pop/01_cover.jpg
,ROCK,ROCK.csv,data/images/rock/01_cover.jpg
,COUNTRY/RELAXING,RELAXING.csv,data/images/relaxing/01_cover.jpg
